data,talhao,loc,solo,cultura,cenario,precipitacao,temperatura,graus_dia,evapotranspiracao,coeficiente_cultura,umidade_solo,agua_disponivel,irrigacao_aplicada,estagio_fenologico,estresse_hidrico,produtividade,decisao_hydros
11/8/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,23.6,13.6,4.71,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
12/8/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,23.7,13.7,4.79,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
13/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,23.9,13.9,4.89,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
14/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,24.1,14.1,4.98,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
15/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,7,24.4,14.4,5.09,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
16/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,24.7,14.7,5.19,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
17/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,25.1,15.1,5.31,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
18/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,25.5,15.5,5.42,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
19/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,25.8,15.8,5.51,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
20/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,26.2,16.2,5.61,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
21/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,26.6,16.6,5.71,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
22/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,9,26.9,16.9,5.78,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
23/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,27.2,17.2,5.84,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
24/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,27.5,17.5,5.9,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
25/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,27.8,17.8,5.95,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
26/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,28,18,5.97,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
27/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,28.1,18.1,5.98,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
28/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,26,28.3,18.3,5.99,1.05,0.07,0,0,florescimento,1,0,iniciar_irrigacao
29/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,28.4,18.4,5.98,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
30/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,28.5,18.5,5.96,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
31/08/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,28.6,18.6,5.93,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
1/9/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,28.6,18.6,5.89,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
2/9/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,28.6,18.6,5.84,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
3/9/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,28.7,18.7,5.8,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
4/9/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,28.7,18.7,5.74,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
5/9/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,28.8,18.8,5.69,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
6/9/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,28.8,18.8,5.63,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
7/9/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,28.9,18.9,5.58,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
8/9/1978,U01,U01,IBSB910015,soja,sem_irrigacao,9,29,19,5.53,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
9/9/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,29.2,19.2,5.49,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
10/9/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,29.3,19.3,5.44,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
11/9/1978,U01,U01,IBSB910015,soja,sem_irrigacao,10,29.5,19.5,5.41,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
12/9/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,29.7,19.7,5.38,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
13/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,30,20,5.37,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
14/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,30.2,20.2,5.35,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
15/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,30.5,20.5,5.35,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
16/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,30.7,20.7,5.34,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
17/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,30.9,20.9,5.33,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
18/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,31.2,21.2,5.35,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
19/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,31.3,21.3,5.34,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
20/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,31.5,21.5,5.35,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
21/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,31.6,21.6,5.36,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
22/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,31.6,21.6,5.36,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
23/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,31.6,21.6,5.36,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
24/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,31.6,21.6,5.37,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
25/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,4,31.5,21.5,5.37,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
26/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,31.3,21.3,5.37,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
27/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,31,21,5.35,1.15,0.07,0,0,enchimento_graos,1,0,iniciar_irrigacao
28/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,30.7,20.7,5.34,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
29/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,30.4,20.4,5.34,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
30/09/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,30,20,5.32,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
1/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,29.5,19.5,5.3,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
2/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,29.1,19.1,5.29,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
3/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,28.6,18.6,5.27,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
4/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,28.1,18.1,5.26,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
5/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,27.7,17.7,5.26,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
6/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,27.2,17.2,5.25,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
7/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,14,26.8,16.8,5.25,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
8/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,26.4,16.4,5.25,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
9/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,26,16,5.25,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
10/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,25.7,15.7,5.26,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
11/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,25.4,15.4,5.27,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
12/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,9,25.2,15.2,5.3,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
13/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,25.1,15.1,5.33,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
14/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,25,15,5.36,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
15/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,24.9,14.9,5.39,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
16/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,24.9,14.9,5.42,0.8,0.07,0,0,maturacao,1,0,iniciar_irrigacao
17/10/1978,U01,U01,IBSB910015,soja,sem_irrigacao,0,24.9,14.9,5.45,0.8,0.07,0,0,maturacao,1,2410,iniciar_irrigacao
