data,talhao,cultura,loc,solo,precipitacao,temperatura,graus_dia,evapotranspiracao,coeficiente_cultura,umidade_solo,agua_disponivel,irrigacao_aplicada,estagio_fenologico,estresse_hidrico,produtividade
2026/07/29,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,13,32,25,6.9,1.15,83,87,3,V5,baixo,4492
2026/07/30,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,24,26,22,6.5,0.96,84,55,12,V5,moderado,2796
2026/07/31,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,22,31,17,7.3,1.03,65,88,31,V3,baixo,3647
2026/08/01,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,27,25,21,3.2,0.95,72,51,23,V4,moderado,4043
2026/08/02,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,33,35,19,5.9,1.12,82,20,27,R5,moderado,2736
2026/08/03,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,34,37,28,4.9,0.74,64,58,15,R2,moderado,2650
2026/08/04,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,2,24,20,4.6,0.94,31,69,35,V4,moderado,4414
2026/08/05,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,28,27,17,2.8,1.12,28,48,16,V4,moderado,2954
2026/08/06,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,12,30,28,6.6,0.85,18,26,17,R4,alto,2590
2026/08/07,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,6,31,24,4.1,0.7,29,79,5,R1,moderado,2400
2026/08/08,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,11,32,22,3.5,0.9,27,77,11,R4,moderado,3941
2026/08/09,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,17,26,16,6.2,1.19,68,73,8,V3,moderado,3620
2026/08/10,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,34,31,20,5.2,0.84,52,91,4,R4,moderado,3179
2026/08/11,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,11,36,19,6.8,0.72,30,96,28,V4,moderado,2455
2026/08/12,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,14,33,27,6.2,1.02,75,25,29,V5,moderado,4580
2026/08/13,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,16,26,29,5.3,0.94,25,108,21,V4,moderado,2388
2026/08/14,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,32,30,19,4.4,0.84,31,97,8,R3,moderado,2607
2026/08/15,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,25,32,27,4.1,1.09,48,81,23,R1,moderado,2957
2026/08/16,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,22,39,19,6.8,1.07,75,53,1,R3,moderado,3021
2026/08/17,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,15,35,25,3.2,0.91,21,51,25,V3,moderado,3904
2026/08/18,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,8,29,17,4.3,0.96,72,50,24,R2,moderado,3284
2026/08/19,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,21,32,22,6.4,0.92,39,67,23,R3,moderado,4291
2026/08/20,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,1,36,27,3.9,1.0,57,55,28,R4,moderado,4293
2026/08/21,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,8,29,30,3.9,0.83,44,120,29,V5,moderado,4471
2026/08/22,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,30,37,26,4.6,0.86,73,79,0,R1,moderado,3579
2026/08/23,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,17,24,25,4.4,0.9,60,49,5,V3,moderado,3856
2026/08/24,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,32,32,26,6.3,0.99,58,85,11,R3,baixo,4589
2026/08/25,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,27,28,26,3.7,0.73,82,20,32,V3,moderado,4367
2026/08/26,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,22,38,16,6.9,1.0,23,111,3,V5,moderado,2887
2026/08/27,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,14,34,19,7.3,0.98,33,88,3,V4,moderado,3750
2026/08/28,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,8,38,29,3.7,0.77,39,63,32,R3,moderado,3742
2026/08/29,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,2,36,25,5.6,0.94,35,54,2,V4,alto,4345
2026/08/30,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,24,26,29,7.4,0.88,68,129,35,V4,baixo,2618
2026/08/31,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,13,29,21,2.8,1.08,46,48,7,R4,moderado,4541
2026/09/01,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,1,34,25,4.4,1.11,69,21,9,V4,moderado,3117
2026/09/02,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,34,26,25,3.1,0.97,16,59,35,R4,moderado,3624
2026/09/03,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,15,25,22,3.4,0.83,44,61,11,R4,moderado,3864
2026/09/04,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,13,30,23,3.3,0.84,46,29,15,V4,moderado,2975
2026/09/05,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,3,33,25,6.2,0.97,24,119,7,V5,moderado,3607
2026/09/06,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,9,25,29,6.4,0.88,20,64,10,R3,alto,3709
2026/09/07,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,7,27,22,6.4,1.0,82,29,16,V5,moderado,3494
2026/09/08,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,34,26,23,7.4,0.96,40,109,22,R5,moderado,3035
2026/09/09,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,12,37,18,6.7,0.86,72,112,31,V3,baixo,3734
2026/09/10,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,25,34,27,6.1,0.75,45,101,34,V4,moderado,2252
2026/09/11,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,27,26,24,7.2,0.77,36,124,32,R3,moderado,4497
2026/09/12,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,30,27,23,6.4,0.71,53,55,0,V5,moderado,2264
2026/09/13,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,10,30,22,7.0,0.94,77,80,12,R3,moderado,2342
2026/09/14,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,22,24,17,6.9,1.06,67,84,35,V3,moderado,3358
2026/09/15,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,26,24,20,3.1,0.75,47,30,33,V5,moderado,2866
2026/09/16,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,17,34,27,5.5,1.01,76,95,20,V3,baixo,3411
2026/09/17,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,13,32,20,6.2,0.72,84,83,11,R3,moderado,3060
2026/09/18,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,27,27,21,3.2,0.84,52,90,5,V4,moderado,4600
2026/09/19,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,0,27,26,3.8,1.05,43,76,19,V5,moderado,2732
2026/09/20,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,15,39,20,2.7,0.92,41,114,18,V5,moderado,3559
2026/09/21,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,2,24,27,7.2,0.83,43,72,23,R1,moderado,3390
2026/09/22,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,17,30,25,5.0,1.01,23,90,30,R2,moderado,4233
2026/09/23,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,4,24,19,3.0,0.73,33,95,3,R4,moderado,4555
2026/09/24,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,13,24,25,6.1,0.91,63,56,25,V5,moderado,3942
2026/09/25,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,10,39,22,4.9,0.99,75,113,32,R3,baixo,4232
2026/09/26,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,5,39,18,6.8,1.05,69,74,16,R3,moderado,3780
2026/09/27,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,10,34,16,3.1,1.08,33,59,6,R3,moderado,3027
2026/09/28,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,28,36,25,3.2,0.93,16,89,24,R4,moderado,2970
2026/09/29,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,28,37,23,4.4,1.12,24,65,19,R2,moderado,3988
2026/09/30,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,19,31,25,4.6,1.14,66,62,8,R3,moderado,4342
2026/10/01,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,16,26,30,3.2,0.83,52,87,9,V4,moderado,3190
2026/10/02,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,30,38,19,6.2,1.14,58,60,32,R4,moderado,3764
2026/10/03,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,6,26,27,4.8,0.75,81,104,21,R1,baixo,2508
2026/10/04,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,13,28,26,2.9,0.94,18,59,8,R4,moderado,3006
2026/10/05,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,34,33,18,4.9,1.14,60,117,24,R1,baixo,4576
2026/10/06,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,0,36,25,4.5,0.94,32,43,17,R5,moderado,3285
2026/10/07,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,34,33,16,4.9,0.77,17,21,7,R4,moderado,3521
2026/10/08,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,5,34,29,5.6,0.95,15,60,8,R4,alto,4144
2026/10/09,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,17,26,21,6.5,1.11,16,37,1,V4,alto,2852
2026/10/10,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,33,37,23,5.2,0.86,50,62,5,V5,moderado,3356
2026/10/11,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,7,31,22,2.9,1.0,44,126,35,R5,moderado,2731
2026/10/12,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,26,36,18,7.3,0.76,77,111,7,R1,baixo,3836
2026/10/13,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,18,31,24,6.0,0.98,65,128,34,R1,baixo,3797
2026/10/14,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,3,31,20,4.6,1.16,32,52,29,R1,moderado,3118
2026/10/15,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,0,32,23,3.8,0.77,32,121,33,V5,moderado,3838
2026/10/16,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,13,25,21,3.3,0.96,76,99,22,R2,baixo,4311
2026/10/17,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,32,24,26,2.8,0.92,53,92,33,R3,moderado,4191
2026/10/18,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,6,27,20,3.1,1.05,31,41,12,R3,moderado,2265
2026/10/19,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,9,24,16,6.1,1.15,45,30,14,R1,moderado,2386
2026/10/20,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,9,36,30,4.2,0.72,54,35,12,R2,moderado,3832
2026/10/21,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,34,39,26,4.3,1.08,85,126,5,R2,baixo,3811
2026/10/22,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,23,25,29,7.4,1.11,44,34,21,V5,moderado,3977
2026/10/23,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,13,26,27,6.7,0.77,42,112,32,V3,moderado,2604
2026/10/24,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,8,35,26,7.1,1.07,24,120,17,R4,moderado,4552
2026/10/25,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,19,27,28,6.4,0.76,75,88,31,R4,baixo,2293
2026/10/26,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,3,26,17,3.9,0.97,28,72,19,R5,moderado,2320
2026/10/27,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,14,32,27,7.2,1.16,55,113,33,R2,baixo,2831
2026/10/28,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,0,27,20,3.0,0.79,64,92,0,V3,baixo,2622
2026/10/29,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,19,35,29,3.4,1.03,15,120,27,V4,moderado,3234
2026/10/30,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,0,24,24,2.5,0.76,82,64,16,R3,moderado,3805
2026/10/31,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,35,31,17,4.2,0.89,81,30,34,R5,moderado,4250
2026/11/01,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,33,39,28,3.0,1.11,75,102,25,R3,baixo,2596
2026/11/02,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,29,27,23,5.3,0.74,52,34,21,V3,moderado,3707
2026/11/03,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,27,32,20,3.9,1.04,15,115,12,V5,moderado,4356
2026/11/04,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,31,34,16,6.0,1.14,53,118,30,R4,moderado,3196
2026/11/05,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,10,29,28,6.7,0.83,66,116,13,R5,baixo,4339
2026/11/06,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,15,32,23,6.9,0.75,59,41,20,R3,moderado,4324
2026/11/07,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,7,24,24,7.2,0.75,17,66,6,R3,moderado,3226
2026/11/08,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,5,26,23,3.3,1.05,74,104,26,R4,baixo,4421
2026/11/09,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,17,25,24,6.9,1.02,81,97,20,V4,baixo,3619
2026/11/10,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,15,25,20,7.0,1.13,43,77,17,R2,moderado,4293
2026/11/11,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,33,24,21,5.2,0.84,83,83,11,V4,moderado,2268
2026/11/12,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,22,39,26,5.4,1.16,81,118,17,V3,baixo,2489
2026/11/13,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,31,33,29,3.5,0.86,47,75,0,R5,moderado,3183
2026/11/14,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,14,34,30,7.0,0.81,54,55,19,V3,moderado,3644
2026/11/15,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,26,35,28,5.0,1.13,78,39,23,V4,moderado,3881
2026/11/16,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,7,30,30,4.7,1.17,80,77,24,V4,moderado,4184
2026/11/17,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,29,27,29,3.4,0.86,40,66,9,R1,moderado,3253
2026/11/18,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,17,38,20,3.0,0.81,56,45,8,R5,moderado,3382
2026/11/19,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,8,37,16,7.5,1.11,21,37,24,V4,alto,4173
2026/11/20,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,21,36,17,4.2,0.99,61,78,15,R5,moderado,2709
2026/11/21,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,11,39,27,4.0,0.9,62,60,25,V4,moderado,2211
2026/11/22,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,2,36,17,3.9,0.87,26,70,35,R4,moderado,4590
2026/11/23,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,15,30,21,5.2,0.95,55,23,18,V4,moderado,3961
2026/11/24,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,3,24,23,7.1,0.95,48,105,33,V3,moderado,2349
2026/11/25,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,28,27,23,7.4,0.99,78,30,20,V5,moderado,3129
2026/11/26,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,25,36,21,3.5,1.03,82,20,34,R2,moderado,2514
2026/11/27,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,28,25,28,6.1,0.82,48,60,27,R1,moderado,3425
2026/11/28,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,29,26,23,6.2,0.79,58,98,23,R2,baixo,4013
2026/11/29,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,23,31,21,3.1,1.19,50,79,2,R2,moderado,2233
2026/11/30,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,19,27,27,4.8,0.95,23,74,7,R4,moderado,3570
2026/12/01,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,16,34,23,3.1,0.88,53,94,10,R2,moderado,4291
2026/12/02,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,24,37,24,2.7,1.03,51,77,0,R5,moderado,3815
2026/12/03,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,10,32,19,4.7,0.95,15,49,13,R3,moderado,4439
2026/12/04,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,13,28,20,5.9,0.72,32,67,34,R3,moderado,2499
2026/12/05,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,4,38,28,2.8,1.05,49,126,11,R1,moderado,3114
2026/12/06,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,7,27,28,5.9,0.77,79,42,25,V4,moderado,2244
2026/12/07,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,10,36,17,5.0,0.91,30,22,16,R1,moderado,4495
2026/12/08,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,27,24,20,4.2,1.18,42,95,19,R4,moderado,2366
2026/12/09,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,22,25,26,3.4,1.2,21,37,32,R2,moderado,4227
2026/12/10,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,23,34,30,4.2,0.83,46,62,35,V4,moderado,2676
2026/12/11,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,4,39,20,6.5,0.83,15,102,6,R2,moderado,2666
2026/12/12,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,7,27,16,6.0,0.86,74,120,1,V4,baixo,2643
2026/12/13,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,8,29,26,5.4,0.99,85,43,0,R3,moderado,3961
2026/12/14,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,0,26,17,5.6,0.92,35,72,30,R3,moderado,4511
2026/12/15,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,14,32,16,4.4,0.78,44,108,16,R1,moderado,3943
2026/12/16,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,11,34,25,3.8,1.04,58,108,17,V4,baixo,4215
2026/12/17,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,23,37,23,6.4,0.77,46,56,18,R4,moderado,2526
2026/12/18,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,24,30,23,6.8,1.01,27,128,34,R4,moderado,3226
2026/12/19,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,7,37,20,6.6,1.01,67,62,28,R4,moderado,3585
2026/12/20,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,5,39,23,3.9,0.97,78,48,0,R3,moderado,3367
2026/12/21,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,33,32,24,4.8,1.12,55,92,4,V3,baixo,3069
2026/12/22,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,28,33,24,3.1,0.94,55,97,34,R1,baixo,2705
2026/12/23,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,26,32,22,5.1,1.1,82,41,3,R4,moderado,2507
2026/12/24,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,1,38,29,6.8,0.97,78,124,33,V5,baixo,2678
2026/12/25,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,0,31,28,4.0,0.76,64,121,15,R5,baixo,3920
2026/12/26,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,31,34,26,4.1,0.89,78,62,25,V4,moderado,3261
2026/12/27,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,14,27,16,7.1,0.74,51,112,32,R4,moderado,3775
2026/12/28,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,32,31,29,7.1,0.96,43,50,26,R3,moderado,2691
2026/12/29,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,30,37,26,4.0,1.19,52,24,29,R4,moderado,2206
2026/12/30,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,9,27,28,5.7,1.13,22,110,29,V5,moderado,2533
2026/12/31,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,18,32,18,3.8,1.01,36,96,11,R2,moderado,3386
2027/01/01,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,31,25,25,2.8,0.72,29,119,14,R3,moderado,2204
2027/01/02,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,29,31,25,4.2,0.75,27,27,21,R2,moderado,3414
2027/01/03,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,3,31,30,3.5,1.01,62,58,27,V4,moderado,4061
2027/01/04,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,27,26,20,3.6,1.04,20,120,18,R5,moderado,3544
2027/01/05,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,22,31,26,4.9,1.0,64,66,19,R3,moderado,2353
2027/01/06,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,5,26,28,3.4,0.71,34,44,1,R4,moderado,3361
2027/01/07,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,0,27,27,4.3,1.14,43,25,16,R1,moderado,2487
2027/01/08,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,9,25,24,5.6,0.74,70,94,5,V3,baixo,2770
2027/01/09,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,20,33,25,3.2,1.12,66,105,2,V5,baixo,3375
2027/01/10,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,2,39,22,6.0,0.72,60,88,15,R3,baixo,3861
2027/01/11,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,28,38,19,5.0,1.15,50,123,3,R3,moderado,2915
2027/01/12,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,11,27,16,3.8,0.88,30,39,33,R2,moderado,3897
2027/01/13,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,27,29,16,3.0,1.0,61,90,28,R4,baixo,2547
2027/01/14,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,31,34,18,2.5,0.96,58,60,1,R4,moderado,4090
2027/01/15,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,25,24,29,4.4,0.73,40,97,8,V4,moderado,2477
2027/01/16,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,21,34,29,4.6,1.04,26,95,25,R5,moderado,4399
2027/01/17,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,28,31,20,7.1,0.84,15,34,35,R3,alto,2889
2027/01/18,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,14,26,22,2.5,0.94,55,92,4,R4,baixo,3607
2027/01/19,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,33,25,30,6.4,1.15,70,44,26,R4,moderado,3861
2027/01/20,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,32,39,18,3.2,0.84,16,71,2,V5,moderado,2316
2027/01/21,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,1,28,24,7.1,0.71,36,20,19,R5,alto,3030
2027/01/22,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,33,39,28,5.9,0.83,40,123,21,R3,moderado,2939
2027/01/23,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,11,37,25,5.2,0.89,22,46,19,R5,alto,2560
2027/01/24,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,32,33,30,2.6,1.03,51,98,33,V3,moderado,4548
2027/01/25,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,23,28,26,4.3,1.05,15,113,25,V5,moderado,2363
2027/01/26,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,24,30,16,5.1,1.15,41,55,29,R1,moderado,2812
2027/01/27,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,25,38,20,5.2,0.92,49,56,33,V5,moderado,4220
2027/01/28,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,23,26,16,4.6,1.02,63,64,17,R5,moderado,2356
2027/01/29,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,21,36,24,4.0,1.07,76,33,24,R2,moderado,4180
2027/01/30,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,20,26,25,7.4,0.77,20,46,18,V4,alto,4554
2027/01/31,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,6,29,26,4.3,1.17,17,126,6,R3,moderado,4187
2027/02/01,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,23,39,18,3.1,1.17,79,119,12,V5,baixo,3311
2027/02/02,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,10,26,26,5.7,0.97,71,57,9,V5,moderado,3377
2027/02/03,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,17,30,16,4.2,0.85,80,84,34,V5,moderado,3190
2027/02/04,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,11,34,25,6.5,1.2,27,104,3,R4,moderado,2888
2027/02/05,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,29,33,22,2.8,1.1,70,70,13,R2,moderado,4066
2027/02/06,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,5,35,17,5.4,0.7,74,75,17,R4,moderado,4148
2027/02/07,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,9,27,29,3.7,1.0,81,98,29,R5,baixo,3652
2027/02/08,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,14,28,20,3.5,1.2,46,112,24,V5,moderado,3668
2027/02/09,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,7,30,26,6.1,1.0,40,47,7,R5,moderado,4582
2027/02/10,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,5,28,30,3.4,1.17,18,41,3,V4,moderado,2461
2027/02/11,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,28,29,26,3.0,1.0,36,72,5,R2,moderado,3722
2027/02/12,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,26,30,26,5.3,0.88,50,109,5,R4,moderado,3356
2027/02/13,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,23,36,20,7.3,1.17,29,43,30,V4,alto,3568
2027/02/14,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,11,29,17,4.2,0.82,44,104,2,R2,moderado,3787
2027/02/15,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,15,38,28,7.0,1.04,65,123,34,R5,baixo,3388
2027/02/16,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,24,31,23,6.7,0.85,84,84,17,V3,moderado,2620
2027/02/17,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,9,35,27,3.0,1.14,23,59,13,R3,moderado,3233
2027/02/18,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,31,26,22,5.4,1.13,70,76,4,R1,moderado,3628
2027/02/19,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,22,31,16,5.4,1.07,85,94,23,R4,baixo,2729
2027/02/20,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,18,33,18,4.4,0.78,44,34,12,V4,moderado,3926
2027/02/21,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,8,25,27,4.3,0.9,81,89,11,R5,baixo,3417
2027/02/22,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,31,38,16,5.4,0.97,21,76,26,V5,moderado,2324
2027/02/23,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,32,33,24,4.6,1.14,81,40,19,V3,moderado,2200
