data,talhao,loc,solo,cultura,cenario,dssat_run,dia_safra,precipitacao,temperatura,temp_maxima,temp_minima,graus_dia,evapotranspiracao,evapotranspiracao_potencial,coeficiente_cultura,umidade_solo,agua_disponivel,irrigacao_aplicada,estagio_fenologico,estresse_hidrico,produtividade,decisao_referencia
28/06/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,10,0.0,25.4,30.6,20.0,15.4,0.339,4.577,0.074,0.111,172,0.0,vegetativo,0.0,0,manter
29/06/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,11,0.0,25.9,32.2,19.4,15.9,0.346,5.568,0.062,0.105,163,0.0,vegetativo,0.0,0,manter
30/06/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,12,0.8,26.7,33.3,20.0,16.7,0.406,6.68,0.061,0.106,163,0.0,vegetativo,0.0,0,manter
01/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,13,0.0,27.6,33.9,21.1,17.6,1.24,6.212,0.2,0.102,159,0.0,vegetativo,0.0,0,manter
02/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,14,0.0,30.1,36.1,23.9,20.1,0.542,7.12,0.076,0.101,158,0.0,vegetativo,0.0,0,manter
03/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,15,6.6,30.1,36.1,23.9,20.1,0.575,6.094,0.094,0.113,164,0.0,vegetativo,0.0,0,manter
04/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,16,0.3,28.7,36.1,21.1,18.7,5.286,7.564,0.699,0.101,158,0.0,vegetativo,0.0,0,manter
05/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,17,2.3,29.2,35.0,23.3,19.2,0.626,5.97,0.105,0.106,160,0.0,vegetativo,0.0,0,manter
06/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,18,0.0,28.1,34.4,21.7,18.1,3.292,7.021,0.469,0.1,157,0.0,vegetativo,0.0,0,manter
07/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,19,0.0,29.5,34.4,24.4,19.5,0.891,5.644,0.158,0.099,156,0.0,vegetativo,0.0,0,manter
08/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,20,3.0,27.0,31.7,22.2,17.0,1.173,5.929,0.198,0.105,157,0.0,vegetativo,0.0,0,manter
09/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,21,0.0,27.8,32.2,23.3,17.8,3.965,5.056,0.784,0.097,153,0.0,vegetativo,0.0,0,manter
10/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,22,8.6,27.0,32.2,21.7,17.0,1.259,5.311,0.237,0.113,161,0.0,vegetativo,0.166,0,aumentar_irrigacao
11/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,23,1.5,28.6,33.9,23.3,18.6,5.872,5.872,1.0,0.102,156,0.0,vegetativo,0.0,0,manter
12/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,24,0.0,28.1,33.9,22.2,18.1,2.484,4.971,0.5,0.098,154,0.0,vegetativo,0.0,0,manter
13/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,25,0.0,28.9,34.4,23.3,18.9,2.301,6.556,0.351,0.096,152,0.0,vegetativo,0.038,0,manter
14/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,26,2.5,29.5,35.0,23.9,19.5,2.558,6.715,0.381,0.099,152,0.0,vegetativo,0.216,0,aumentar_irrigacao
15/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,27,0.0,28.4,35.0,21.7,18.4,4.628,6.509,0.711,0.092,147,0.0,vegetativo,0.37,0,iniciar_irrigacao
16/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,28,12.4,28.3,34.4,22.2,18.3,1.5,3.886,0.386,0.113,158,0.0,vegetativo,0.0,0,manter
17/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,29,12.4,26.7,31.1,22.2,16.7,2.797,2.797,1.0,0.119,167,0.0,vegetativo,0.0,0,manter
18/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,30,2.0,27.5,32.2,22.8,17.5,3.807,3.808,1.0,0.113,166,0.0,vegetativo,0.0,0,manter
19/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,31,0.0,27.8,33.3,22.2,17.8,5.276,5.497,0.96,0.102,158,0.0,vegetativo,0.0,0,manter
20/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,32,12.4,28.3,34.4,22.2,18.3,3.148,5.358,0.588,0.12,167,0.0,vegetativo,0.0,0,manter
21/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,33,0.3,28.3,33.3,23.3,18.3,6.83,6.832,1.0,0.107,161,0.0,vegetativo,0.0,0,manter
22/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,34,2.0,28.6,33.3,23.9,18.6,4.479,4.48,1.0,0.104,158,0.0,vegetativo,0.0,0,manter
23/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,35,0.0,29.2,34.4,23.9,19.2,5.579,5.818,0.959,0.097,153,0.0,vegetativo,0.0,0,manter
24/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,36,6.6,28.1,33.9,22.2,18.1,2.282,3.326,0.686,0.109,157,0.0,vegetativo,0.0,0,manter
25/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,37,0.0,28.1,33.3,22.8,18.1,5.258,5.26,1.0,0.1,152,0.0,vegetativo,0.0,0,manter
26/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,38,0.5,28.1,33.9,22.2,18.1,6.051,6.052,1.0,0.093,146,0.0,vegetativo,0.0,0,manter
27/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,39,0.0,28.9,35.0,22.8,18.9,4.632,5.528,0.838,0.089,142,0.0,vegetativo,0.0,0,manter
28/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,40,0.0,28.6,35.0,22.2,18.6,5.098,6.538,0.78,0.086,137,0.0,vegetativo,0.256,0,aumentar_irrigacao
29/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,41,7.1,28.1,35.0,21.1,18.1,3.386,6.863,0.493,0.098,140,0.0,vegetativo,0.584,0,iniciar_irrigacao
30/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,42,9.9,28.0,33.9,22.2,18.0,3.575,3.576,1.0,0.105,147,0.0,vegetativo,0.0,0,manter
31/07/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,43,20.8,27.5,32.2,22.8,17.5,5.307,5.309,1.0,0.117,162,0.0,vegetativo,0.0,0,manter
01/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,44,10.2,26.9,32.2,21.7,16.9,2.844,2.845,1.0,0.124,169,0.0,emergencia,0.0,0,manter
02/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,45,0.0,27.8,32.8,22.8,17.8,5.114,5.116,1.0,0.111,163,0.0,emergencia,0.0,0,manter
03/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,46,0.0,26.9,32.2,21.7,16.9,4.605,4.607,1.0,0.104,157,0.0,emergencia,0.0,0,manter
04/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,47,0.0,28.6,35.0,22.2,18.6,5.73,5.763,0.994,0.097,151,0.0,emergencia,0.0,0,manter
05/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,48,0.0,28.3,35.0,21.7,18.3,4.302,4.444,0.968,0.094,147,0.0,emergencia,0.0,0,manter
06/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,49,9.1,27.2,33.3,21.1,17.2,4.416,4.813,0.918,0.108,152,0.0,emergencia,0.0,0,manter
07/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,50,0.0,27.2,33.3,21.1,17.2,4.99,4.993,0.999,0.1,147,0.0,emergencia,0.0,0,manter
08/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,51,22.6,27.2,33.9,20.6,17.2,4.995,4.998,0.999,0.12,164,0.0,emergencia,0.0,0,manter
09/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,52,0.0,27.5,33.9,21.1,17.5,5.377,5.38,0.999,0.109,159,0.0,emergencia,0.0,0,manter
10/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,53,49.5,27.2,33.9,20.6,17.2,3.948,3.951,0.999,0.144,200,0.0,emergencia,0.0,0,manter
11/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,54,0.0,25.0,29.4,20.6,15.0,5.121,5.124,0.999,0.121,175,0.0,emergencia,0.0,0,manter
12/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,55,25.4,24.1,27.2,21.1,14.1,1.749,1.751,0.999,0.143,198,0.0,emergencia,0.0,0,manter
13/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,56,8.9,26.1,30.6,21.7,16.1,3.319,3.322,0.999,0.143,202,0.0,emergencia,0.0,0,manter
14/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,57,0.0,28.0,33.3,22.8,18.0,5.059,5.063,0.999,0.12,175,0.0,emergencia,0.0,0,manter
15/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,58,0.0,27.4,32.8,22.2,17.4,5.909,5.913,0.999,0.108,161,0.0,emergencia,0.0,0,manter
16/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,59,0.0,26.9,33.3,20.6,16.9,5.327,5.33,0.999,0.102,155,0.0,emergencia,0.0,0,manter
17/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,60,0.0,27.7,33.3,22.2,17.7,5.628,5.632,0.999,0.097,150,0.0,emergencia,0.0,0,manter
18/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,61,0.0,25.5,30.0,21.1,15.5,4.679,4.683,0.999,0.093,145,0.0,emergencia,0.0,0,manter
19/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,62,0.0,28.5,34.4,22.8,18.5,5.807,5.814,0.999,0.089,139,0.0,emergencia,0.0,0,manter
20/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,63,0.3,29.1,35.0,23.3,19.1,5.393,5.54,0.973,0.086,134,0.0,emergencia,0.0,0,manter
21/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,64,0.0,29.1,35.0,23.3,19.1,4.6,4.604,0.999,0.083,129,0.0,florescimento,0.0,0,manter
22/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,65,0.0,28.2,35.0,21.7,18.2,4.219,4.329,0.975,0.08,125,0.0,florescimento,0.0,0,manter
23/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,66,25.9,26.3,32.2,20.6,16.3,3.343,3.425,0.976,0.113,148,0.0,florescimento,0.093,0,manter
24/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,67,2.3,27.1,33.3,21.1,17.1,5.473,5.479,0.999,0.107,145,0.0,florescimento,0.0,0,manter
25/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,68,12.2,26.8,32.8,21.1,16.8,5.588,5.594,0.999,0.113,151,0.0,florescimento,0.0,0,manter
26/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,69,0.0,28.2,33.9,22.8,18.2,5.345,5.352,0.999,0.104,146,0.0,florescimento,0.0,0,manter
27/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,70,6.1,27.9,33.3,22.8,17.9,4.089,4.095,0.999,0.109,148,0.0,florescimento,0.0,0,manter
28/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,71,2.5,27.9,33.3,22.8,17.9,5.186,5.194,0.998,0.106,145,0.0,florescimento,0.0,0,manter
29/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,72,0.8,27.4,33.3,21.7,17.4,6.031,6.039,0.999,0.1,140,0.0,florescimento,0.0,0,manter
30/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,73,0.0,27.9,33.9,22.2,17.9,4.717,4.725,0.998,0.094,135,0.0,enchimento_graos,0.0,0,manter
31/08/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,74,11.9,27.6,33.3,22.2,17.6,3.746,3.754,0.998,0.108,143,0.0,enchimento_graos,0.0,0,manter
01/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,75,3.0,26.3,32.2,20.6,16.3,4.612,4.621,0.998,0.105,142,0.0,enchimento_graos,0.0,0,manter
02/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,76,0.0,27.9,33.3,22.8,17.9,5.357,5.367,0.998,0.097,136,0.0,enchimento_graos,0.0,0,manter
03/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,77,0.0,26.6,30.0,23.3,16.6,3.021,3.031,0.997,0.094,133,0.0,enchimento_graos,0.0,0,manter
04/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,78,9.1,24.4,27.2,21.7,14.4,1.26,1.268,0.994,0.107,141,0.0,enchimento_graos,0.0,0,manter
05/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,79,48.0,27.6,32.2,23.3,17.6,3.141,3.157,0.995,0.137,183,0.0,enchimento_graos,0.0,0,manter
06/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,80,11.2,27.3,32.8,22.2,17.3,4.413,4.433,0.995,0.139,189,0.0,enchimento_graos,0.0,0,manter
07/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,81,0.0,27.9,33.9,22.2,17.9,5.33,5.356,0.995,0.119,172,0.0,enchimento_graos,0.0,0,manter
08/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,82,0.0,27.9,33.9,22.2,17.9,4.13,4.154,0.994,0.11,161,0.0,enchimento_graos,0.0,0,manter
09/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,83,17.0,25.9,31.1,21.1,15.9,3.402,3.425,0.993,0.127,175,0.0,enchimento_graos,0.0,0,manter
10/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,84,0.0,26.0,30.0,22.2,16.0,4.055,4.09,0.991,0.114,163,0.0,enchimento_graos,0.0,0,manter
11/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,85,0.8,26.8,31.1,22.8,16.8,4.167,4.198,0.993,0.11,159,0.0,enchimento_graos,0.0,0,manter
12/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,86,13.5,27.4,31.1,23.9,17.4,3.65,3.69,0.989,0.123,169,0.0,enchimento_graos,0.0,0,manter
13/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,87,7.9,27.9,32.2,23.9,17.9,3.675,3.717,0.989,0.126,173,0.0,enchimento_graos,0.0,0,manter
14/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,88,16.3,27.7,31.7,23.9,17.7,2.407,2.441,0.986,0.136,187,0.0,enchimento_graos,0.0,0,manter
15/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,89,5.6,26.0,28.9,23.3,16.0,2.208,2.241,0.985,0.136,190,0.0,enchimento_graos,0.0,0,manter
16/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,90,27.7,25.1,29.4,21.1,15.1,2.764,2.807,0.985,0.151,214,0.0,enchimento_graos,0.0,0,manter
17/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,91,0.0,27.0,31.1,23.3,17.0,3.534,3.588,0.985,0.127,186,0.0,enchimento_graos,0.0,0,manter
18/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,92,0.0,27.0,32.2,22.2,17.0,4.381,4.427,0.99,0.113,168,0.0,enchimento_graos,0.0,0,manter
19/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,93,0.0,26.7,32.2,21.7,16.7,4.098,4.137,0.991,0.106,160,0.0,enchimento_graos,0.0,0,manter
20/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,94,0.0,26.7,32.2,21.7,16.7,4.513,4.546,0.993,0.101,154,0.0,enchimento_graos,0.0,0,manter
21/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,95,0.0,28.1,32.2,24.4,18.1,2.595,2.623,0.989,0.099,152,0.0,enchimento_graos,0.0,0,manter
22/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,96,5.6,27.9,31.7,24.4,17.9,2.535,2.559,0.991,0.107,155,0.0,enchimento_graos,0.0,0,manter
23/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,97,1.0,24.3,27.8,21.1,14.3,2.943,3.011,0.977,0.105,153,0.0,enchimento_graos,0.0,0,manter
24/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,98,28.2,25.4,29.4,21.7,15.4,1.363,1.395,0.977,0.132,179,0.0,enchimento_graos,0.0,0,manter
25/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,99,3.0,24.3,27.8,21.1,14.3,1.971,2.02,0.976,0.13,180,0.0,enchimento_graos,0.0,0,manter
26/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,100,45.0,25.3,30.0,21.1,15.3,2.574,2.64,0.975,0.154,220,0.0,enchimento_graos,0.0,0,manter
27/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,101,6.9,26.4,32.2,21.1,16.4,3.96,4.043,0.979,0.15,220,0.0,enchimento_graos,0.0,0,manter
28/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,102,0.0,26.4,32.2,21.1,16.4,4.177,4.263,0.98,0.127,191,0.0,enchimento_graos,0.0,0,manter
29/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,103,61.0,25.3,30.6,20.6,15.3,2.011,2.068,0.972,0.161,240,0.0,enchimento_graos,0.0,0,manter
30/09/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,104,0.0,25.0,31.7,18.9,15.0,3.741,3.841,0.974,0.137,212,0.0,enchimento_graos,0.0,0,manter
01/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,105,2.0,25.0,30.6,20.0,15.0,3.877,3.956,0.98,0.129,198,0.0,enchimento_graos,0.0,0,manter
02/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,106,0.0,25.3,31.1,20.0,15.3,4.513,4.617,0.977,0.113,174,0.0,enchimento_graos,0.0,0,manter
03/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,107,0.0,25.3,30.6,20.6,15.3,4.592,4.672,0.983,0.105,161,0.0,enchimento_graos,0.0,0,manter
04/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,108,0.0,22.9,31.1,15.6,12.9,3.701,3.763,0.984,0.1,155,0.0,enchimento_graos,0.0,0,manter
05/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,109,0.0,23.2,31.1,16.1,13.2,4.523,4.576,0.988,0.095,149,0.0,enchimento_graos,0.0,0,manter
06/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,110,0.0,17.3,26.7,8.9,7.3,3.895,4.293,0.907,0.093,145,0.0,enchimento_graos,0.0,0,manter
07/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,111,0.0,20.4,28.9,12.8,10.4,4.001,4.46,0.897,0.09,141,0.0,enchimento_graos,0.0,0,manter
08/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,112,0.0,18.1,27.8,9.4,8.1,3.865,4.326,0.893,0.088,138,0.0,enchimento_graos,0.0,0,manter
09/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,113,0.0,20.0,30.0,11.1,10.0,3.199,3.583,0.893,0.086,134,0.0,enchimento_graos,0.0,0,manter
10/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,114,0.0,22.1,29.4,15.6,12.1,3.058,3.436,0.89,0.084,131,0.0,enchimento_graos,0.0,0,manter
11/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,115,0.5,22.4,29.4,16.1,12.4,3.633,4.102,0.886,0.083,128,0.0,enchimento_graos,0.124,0,manter
12/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,116,0.0,18.9,28.9,10.0,8.9,3.927,4.275,0.919,0.08,124,0.0,maturacao,0.368,0,iniciar_irrigacao
13/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,117,0.0,21.8,28.9,15.6,11.8,1.863,2.099,0.888,0.079,122,0.0,maturacao,0.0,0,manter
14/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,118,0.0,20.8,26.1,16.1,10.8,1.896,2.317,0.818,0.078,120,0.0,maturacao,0.105,0,manter
15/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,119,0.0,20.1,28.3,12.8,10.1,2.284,3.737,0.611,0.077,118,0.0,maturacao,0.448,0,iniciar_irrigacao
16/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,120,0.0,22.3,30.0,15.6,12.3,2.036,3.3,0.617,0.076,116,0.0,maturacao,0.373,0,iniciar_irrigacao
17/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,121,0.0,24.6,30.6,19.4,14.6,1.848,4.056,0.456,0.075,114,0.0,maturacao,0.469,0,iniciar_irrigacao
18/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,122,0.0,25.0,30.6,20.0,15.0,1.68,3.416,0.492,0.074,112,0.0,maturacao,0.333,0,aumentar_irrigacao
19/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,123,0.0,24.4,29.4,20.0,14.4,1.165,2.783,0.419,0.073,111,0.0,maturacao,0.11,0,manter
20/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,124,0.0,25.0,30.6,20.0,15.0,1.088,3.093,0.352,0.073,110,0.0,maturacao,0.104,0,manter
21/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,125,0.0,23.8,30.0,18.3,13.8,1.053,3.599,0.293,0.072,109,0.0,maturacao,0.128,0,manter
22/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,126,0.0,24.8,32.2,18.3,14.8,0.802,3.305,0.243,0.072,108,0.0,maturacao,0.0,0,manter
23/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,127,0.0,23.4,31.1,16.7,13.4,0.644,3.221,0.2,0.071,108,0.0,maturacao,0.0,0,manter
24/10/1979,UFGA0001,Gainesville_FL,IBSB910015,soja,sem_irrigacao,2,128,0.3,22.3,30.6,15.0,12.3,0.586,3.589,0.163,0.071,107,0.0,colheita,0.0,3061,manter
